plz,dist_transit_m,dist_park_m,dist_water_m,dist_school_m,count_food_500m,count_shop_500m,count_food_1000m,count_shop_1000m,count_transit_1000m,ndvi_mean,ndvi_std,ndvi_median,ndwi_mean,ndwi_std,ndwi_median,ndbi_mean,ndbi_std,ndbi_median
12435,1364.4140963312454,255.58914818986315,310.29729738185574,343.8533240031816,1,0,7,2,0,0.4006489290808683,0.1854854708808479,0.4652338922023773,-0.3694056501685205,0.17493948119155234,-0.43059754371643066,-0.15579806290625797,0.1125051396392461,-0.17128606140613556
12437,429.2076874614602,195.39929766291,723.9907253044879,116.14966352148156,8,8,13,8,1,0.30121413250358736,0.14951164585510482,0.285402774810791,-0.2978125435965402,0.12681822158158504,-0.29068824648857117,-0.0689639967315051,0.10952705643230225,-0.06337407231330872
12439,303.02076049430946,149.6224974948794,426.61527154575913,129.0007251994302,13,8,38,19,1,0.2038014223140166,0.1541604882989253,0.16851834952831268,-0.20840652773567142,0.1425524343939418,-0.1953158974647522,-0.029214132828703335,0.09623552255340241,-0.0171541515737772
12459,1528.6517498835592,399.9365406037536,378.3971481454601,348.84436135791736,2,2,15,9,0,0.35188870548518164,0.1596516797726359,0.3631484806537628,-0.3469500004979286,0.1323616491454661,-0.35659846663475037,-0.10090290018522945,0.1134934692066579,-0.09642396122217178
12487,1297.3213865329212,46.16156923302649,272.02314917179683,211.8611327125679,4,1,9,2,0,0.2800752230861816,0.1229339817372499,0.27707213163375854,-0.2854144642842909,0.10198868502126363,-0.2867675721645355,-0.04295185460315768,0.08862264458283714,-0.04234335198998451
12489,2960.7677414949508,163.6173704972305,975.4612930628464,99.75533082529424,15,4,34,9,0,0.2837778059588856,0.13312217109862343,0.27483609318733215,-0.28850474429917483,0.11132344962673237,-0.28940507769584656,-0.05024409473390508,0.09214480811124297,-0.04542984440922737
12524,1302.4194444773182,552.4048107721833,556.9404110172845,657.7510840795412,0,0,5,0,0,0.3486781044303041,0.11613222273376825,0.3482077419757843,-0.33856308578806427,0.09771351811449269,-0.3398570418357849,-0.10146424297044339,0.08622069966167226,-0.10066636651754379
12526,1112.5743296445658,1089.3600703167556,174.37050851928342,229.0994015939313,1,0,2,2,0,0.36625499295112784,0.11821225410652714,0.36971235275268555,-0.35421817877254047,0.09531800660305899,-0.3582426607608795,-0.10270315038788709,0.08309693067170398,-0.10143172740936279
12527,4156.715786653738,1066.755848256194,1035.9404100232257,1131.8324648590933,1,0,1,1,0,0.4514895939571647,0.07999610840502405,0.47669321298599243,-0.41690936518955574,0.06541566994392985,-0.432314395904541,-0.2120575153481164,0.07704784872297983,-0.238121896982193
12555,342.3900375742701,178.4522591224805,460.11271568311537,120.51025445763956,5,5,9,8,1,0.30251837451589,0.15796761550267013,0.2922510802745819,-0.29822139990477176,0.13374199099899986,-0.2950819730758667,-0.07258615490126546,0.11099588765938638,-0.0641234964132309
12557,2094.188109716159,241.1625895601831,623.5113251520829,285.87683473485976,0,1,5,1,0,0.3147095956450867,0.12249677649532446,0.31506848335266113,-0.30982999019576585,0.10439557390450342,-0.3145502209663391,-0.06716771436549468,0.08902642112239213,-0.06804303079843521
12559,4268.379188342305,772.575643647397,1146.514963412313,221.660626149007,0,0,4,0,0,0.38018442834526434,0.09362800027807877,0.39614948630332947,-0.36395047494493393,0.0767377375744787,-0.3765829801559448,-0.13184505781938327,0.08771705871410344,-0.1332816183567047
12587,840.1258233991375,455.3977129221272,1489.7861235605503,628.6722811795054,0,0,12,2,1,0.45184203992612837,0.11590012322845464,0.484375,-0.4225517330342343,0.1002932843383342,-0.4463554322719574,-0.18295549176016832,0.09011111559899795,-0.21129387617111206
12589,1199.828271172929,1409.1572265769794,270.1638302681385,343.7976914202156,0,0,0,0,0,,,,,,,,,
12619,371.455702010156,163.96355364753816,426.0241305034313,281.6855001324238,5,3,7,5,2,0.29015215980331166,0.147536222111113,0.28492677211761475,-0.2798281464327868,0.12839740886525594,-0.2770655155181885,-0.06528631290398311,0.10005970959659893,-0.06423430889844894
12621,1154.9501291143672,232.024523548666,341.3750593138729,612.9855774270674,1,0,2,1,0,0.3174539955200491,0.16094326233166983,0.3338661193847656,-0.29751491132942076,0.16140269126751636,-0.32581421732902527,-0.08603108879680126,0.09724781917361604,-0.07993555814027786
12623,1574.1714665121326,206.4568852076438,209.0923597299987,414.6724915922687,2,0,4,0,0,0.3630589982742954,0.11491111244907228,0.36295121908187866,-0.34983564332315714,0.09486654782002968,-0.35143768787384033,-0.09738189926896682,0.09378862833905818,-0.09461473673582077
12627,260.6391880710112,104.43677334023576,688.4477590631484,230.01943658749428,7,1,11,4,2,0.29357499312770907,0.15595483551058703,0.2745393216609955,-0.2855618023130737,0.13557197922997252,-0.27272728085517883,-0.060034767087665315,0.10845455412617944,-0.05476972088217735
12629,878.84367679011,202.1227951521881,190.20037868700976,281.67797781186863,2,1,9,2,1,0.3130193010309032,0.13420865586143638,0.3160083293914795,-0.30188509949252135,0.11598843506116309,-0.30775192379951477,-0.07397745129769821,0.09566060789636621,-0.07646208256483078
12679,1398.01593665308,178.4764499360343,53.80436251319384,264.78538017473,2,0,13,4,0,0.33715518558669405,0.14890469578072976,0.34422731399536133,-0.321136474609375,0.13166072673887416,-0.33250635862350464,-0.09323197111077265,0.10218240059967564,-0.09726981818675995
12681,747.4711615325308,223.7633721692566,95.35205402059309,311.8176817605077,1,0,6,4,1,0.26242250620498153,0.1611211572980828,0.2506868243217468,-0.2622286316571583,0.13508112280945647,-0.2546643018722534,-0.03719401420348156,0.13311384710269558,-0.04011703282594681
12683,254.1527182519379,246.3297032063296,355.05170844512685,125.36464555085476,3,2,4,3,2,0.28993986089841756,0.13840028995057257,0.3049710988998413,-0.2850978082732551,0.12201794502329959,-0.30427494645118713,-0.05800524899228917,0.09026883722919604,-0.05738668888807297
12685,1431.7195671660386,147.04356266979255,189.7268157063976,364.8152869765729,4,2,12,4,0,0.3072851998465402,0.12814749896904015,0.3068687319755554,-0.2988736211037149,0.11130299992972902,-0.3031255602836609,-0.07052749322385204,0.08945111329204623,-0.07110863924026489
12687,1637.5466610463434,161.70064429314604,396.9230601972006,271.4471168830308,3,5,6,5,0,0.2858772462680917,0.12292372090771195,0.27353164553642273,-0.27666609009380577,0.10773523651439093,-0.2680399715900421,-0.07546802492538175,0.08573350335217331,-0.08027467876672745
12689,1078.5816681087667,212.22505956595575,31.26817853010157,86.1442783645911,3,2,6,6,0,0.33433549055209394,0.1470854747062543,0.3262180685997009,-0.32005861740462455,0.12939616640229518,-0.3191561698913574,-0.0997230728203882,0.08713492545629391,-0.09877365827560425
13051,1242.624890886344,1048.97053812623,189.5135615267468,707.540518011618,0,0,2,0,0,0.48356390540352134,0.08678970121937486,0.4978554844856262,-0.4404718247092097,0.07157973303940228,-0.4490291178226471,-0.19079846588193117,0.08260749435597803,-0.19232501089572906
13053,1701.956607952376,453.63553501110897,429.7826155865049,72.01768308697915,1,1,6,4,0,0.26277507320169985,0.14614764368767413,0.26620516180992126,-0.25949141449702606,0.1251386477520483,-0.26735544204711914,-0.05538413311422655,0.0984032266300115,-0.05346880853176117
13055,2989.1419044723534,120.10094393647324,823.2662555989092,188.62505014760055,6,1,16,8,0,0.250202511957197,0.13353870621285716,0.2311926633119583,-0.2504079018305164,0.11689896579249438,-0.24430955946445465,-0.03835451707758538,0.09529731234784328,-0.034324273467063904
13057,1301.0050041021796,410.8777714947487,322.43733996447395,225.1897041907868,0,0,1,0,0,0.3835820696443388,0.11661141877535941,0.40729033946990967,-0.36400799998404393,0.09666914506387264,-0.3831576108932495,-0.08853723615111214,0.08496437558097919,-0.0902675986289978
13059,1473.5589576708048,344.49784892117464,626.9330337165147,540.4701254742481,0,0,1,0,0,0.3402499867981603,0.1487981700044477,0.354818731546402,-0.3291328234600179,0.11188510480344496,-0.3376676142215729,-0.07381804769949225,0.1228783127347266,-0.07289203256368637
13086,1980.5539694320596,509.7417439204908,551.5025625625088,140.10926702133096,2,1,30,14,0,0.35148344553377775,0.1493829004451804,0.38268375396728516,-0.3321479939477545,0.12544057444121162,-0.3514133095741272,-0.09938568325485615,0.1112359234264237,-0.10859628021717072
13088,2337.233974430586,379.7248859296743,544.2059695109695,89.32742471507511,2,0,6,2,0,0.32290229018853633,0.1644149436747678,0.3306266665458679,-0.3101825166791544,0.1401205798804968,-0.31927213072776794,-0.08853791991813863,0.11096748592025887,-0.08608101308345795
13089,2178.202151298254,429.3727408108938,347.0870974964913,394.08963668254944,3,1,3,1,0,0.3021053092045527,0.1462648594879777,0.3056618869304657,-0.29526822053810375,0.12265730438373529,-0.3014691472053528,-0.07721105939919316,0.10253092884646624,-0.07437925785779953
13125,336.7141615904337,498.6318113996381,393.6801999820874,233.08310333310052,0,2,1,4,1,0.40676699634838626,0.15293800142534336,0.458609014749527,-0.3836182668388825,0.13065920289988806,-0.4241338074207306,-0.14323433663015053,0.11599705399045458,-0.16905662417411804
13127,2621.976577020656,426.7751348036794,955.9891287112898,368.6197823944884,1,2,2,5,0,0.3261942366492856,0.11395604787769775,0.3358898460865021,-0.31859896854868286,0.09481781784691291,-0.3291535973548889,-0.06328386067583756,0.07980457397121543,-0.06644901633262634
13129,1104.8295128930763,404.0250957464878,488.0106946614118,291.6271849546803,1,0,1,1,0,0.3450379095013069,0.13694961301959502,0.35211268067359924,-0.3337551137857803,0.10880709511288165,-0.3357723653316498,-0.08890339769788745,0.11205153289007307,-0.09321191906929016
13156,1671.846121334619,154.32366916216768,498.29777444981113,109.5289676951996,12,3,19,5,0,0.3189571211375733,0.1335498478347829,0.3230082392692566,-0.30824823685898456,0.1127818994972689,-0.31384867429733276,-0.08523105152525019,0.09522600907663187,-0.08343295753002167
13158,1783.2387073893667,223.8357117102169,391.0433355850293,219.7572077485091,2,2,9,3,0,0.29648884842276696,0.11070582214250513,0.28757762908935547,-0.2856315589461487,0.0981004033721016,-0.2794671356678009,-0.09718558401871893,0.07846161637786966,-0.09524098038673401
13159,3428.698796759952,1782.7582893060323,354.41028020676845,570.4108989027648,0,0,2,0,0,0.49683346151468993,0.10666484344371906,0.5274525880813599,-0.4674899515120582,0.08552816361239475,-0.4847501516342163,-0.17595531351182692,0.11409391534540153,-0.20558829605579376
13187,380.5840016525768,105.07502111057556,549.8208616167433,74.9857809946702,22,9,47,18,2,0.265430440713045,0.14187075029791774,0.2464359998703003,-0.26265702935763,0.12075007382139893,-0.25244519114494324,-0.04996719243634665,0.0985206869482722,-0.040580496191978455
13189,745.8709536094648,489.64536273763787,777.9320659479919,71.86697437148041,2,2,20,18,3,0.2988257601405175,0.13180111853002072,0.29112809896469116,-0.2956329197899407,0.11003837224319195,-0.29512837529182434,-0.06632115395434378,0.09599824968731922,-0.06569242477416992
13347,441.63081708953854,219.74360838980735,442.71642773219793,43.30463960159196,42,29,121,71,6,0.21459628032608002,0.1378885950268884,0.17623762786388397,-0.21374455716057889,0.11935155757167337,-0.18591319024562836,-0.03420791830153044,0.09810892945595381,-0.02256816439330578
13349,578.3855029011074,52.36062407874447,828.2707290341132,159.31490064072548,4,2,47,31,2,0.33681848311366397,0.16854876433072438,0.3718772232532501,-0.32195537400011176,0.1423400399758759,-0.3479262590408325,-0.07927209296465865,0.11874158369732124,-0.09591837227344513
13351,677.0910075965957,128.26140814001337,332.154151681816,238.487379806289,5,3,36,21,1,0.38937078432680666,0.14520642391354652,0.4275118112564087,-0.3702197166051969,0.11893485562657169,-0.3973047733306885,-0.12398763788375446,0.10948302883425788,-0.14139539003372192
13353,52.63207390514962,201.3297719004604,423.78201035470863,253.8046054332688,26,12,97,49,6,0.2207267796245538,0.1280610194609055,0.19415438175201416,-0.22537325620955273,0.11189513058549658,-0.21320831775665283,-0.02740375026642577,0.09665367855706407,-0.017715878784656525
13355,258.62441441651305,92.58539606693842,415.93799531377607,61.520730181591,11,6,57,25,5,0.23169910172185748,0.16224603319159697,0.1908469796180725,-0.22472792734634023,0.14420228399239315,-0.19299721717834473,-0.03495506349834688,0.1104045914583425,-0.01935345120728016
13357,238.36986493108785,16.364098173839423,344.6611563885773,177.2334539661116,29,17,68,43,4,0.25156477049533726,0.17534570618833986,0.20263251662254333,-0.2454989924988822,0.15310138686873562,-0.20923012495040894,-0.0648003058166153,0.1160656315743613,-0.04669248312711716
13359,766.4840085237021,237.43289900531173,92.14884361851269,71.15665409961154,15,13,62,54,3,0.2919578304254302,0.15266276148404845,0.2865147590637207,-0.28257564158102294,0.12988020653731128,-0.283405601978302,-0.078387353920192,0.10745260135741386,-0.08138063549995422
13403,1009.109813189498,102.9692555121367,171.94199569706512,397.5962997647831,1,1,14,6,0,0.292938906778883,0.1407892083767689,0.2909492254257202,-0.28068245879230524,0.12201343955386747,-0.28352558612823486,-0.07058941457877746,0.09427680101079017,-0.06910239905118942
13405,1295.9649587610418,1050.161428646188,693.4397274496079,942.2621279512786,0,0,0,0,0,0.22745392180718663,0.12360115512175344,0.27451908588409424,-0.23889195995121426,0.11389779577220051,-0.2900897264480591,0.04619023603293736,0.05736345630912756,0.04883988946676254
13407,247.82997520117627,293.3169666919587,668.9383661640172,237.67307366253743,3,0,14,8,4,0.30455515713789744,0.12035386924782829,0.304964542388916,-0.2923907748950485,0.10440125853706324,-0.2975391447544098,-0.06565955723097705,0.08898814112639217,-0.0647086352109909
13409,699.2459185493586,100.89528851393196,477.6095144541786,128.127745571936,6,7,33,25,3,0.2873717708765312,0.1253897137551653,0.28496241569519043,-0.2827815719902386,0.10673581689722808,-0.28925618529319763,-0.05259313823100756,0.08953088177761184,-0.04776391759514809
13435,1004.7777328396184,223.6825755992552,181.30671015639277,206.77081809584385,1,1,11,5,0,0.34327133990203734,0.14651108575033264,0.3462391495704651,-0.32385305281333693,0.12885170267244145,-0.3320634961128235,-0.09561244797727889,0.10610556494292185,-0.09557947516441345
13437,415.2164641629293,70.81570748786875,346.179196077752,99.40669725032816,6,0,16,3,2,0.372011805887508,0.13101379517839715,0.3835107684135437,-0.35256099968335775,0.1107671655752844,-0.36228033900260925,-0.11426926339854702,0.0946361219539654,-0.11220584809780121
13439,2212.122021198434,226.6261644666693,645.8369415714249,123.04687571925872,0,0,7,4,0,0.33184650166634777,0.15533837111779422,0.36281323432922363,-0.3104607297048412,0.13220552293025814,-0.3370114862918854,-0.11571703469332026,0.1111766518632392,-0.13083027303218842
13465,834.7121562245566,36.28227206370345,142.79958539631724,137.8296324809451,0,0,9,5,1,0.41863646215322065,0.097935893099286,0.42519041895866394,-0.3918086772062341,0.08175993121058954,-0.3956277072429657,-0.15613652443399234,0.09146885857483528,-0.1618334949016571
13467,1075.9028317204652,367.8448807937793,297.3615821896232,252.93871711989328,4,0,19,1,0,0.3613698007135231,0.11736024225514127,0.364290714263916,-0.3411820415086372,0.09874789515414625,-0.3429329991340637,-0.11014413322981738,0.09048611862655802,-0.10552799701690674
13469,1222.021567558369,96.4948704492586,188.36127394818664,130.1424474606164,2,1,7,3,0,0.366475760617345,0.1276330538986095,0.3733280897140503,-0.349934625881124,0.106910802285976,-0.35341742634773254,-0.10310200630143213,0.10809581448559558,-0.10941120982170105
13503,1945.5156260527303,1165.6512194627269,725.8585157059726,145.4110835864662,1,1,2,1,0,0.432400602601709,0.11411088003163639,0.4669584333896637,-0.4021668017571898,0.09840636120330012,-0.42621299624443054,-0.18381140910458646,0.09074756890623818,-0.20630472898483276
13505,2801.73324429031,242.1849970972744,888.5704114014627,571.5130153021641,0,0,2,0,0,0.4387188955993107,0.16786716515363354,0.5009459257125854,-0.3968805858727363,0.1667963816316316,-0.4580645263195038,-0.19939830637014633,0.07731983240416414,-0.223732590675354
13507,1321.4583877144482,118.00217386591254,109.95629327816688,213.2109784154803,0,1,0,2,0,0.32591250089718643,0.16238659357847088,0.34125715494155884,-0.30057442031628717,0.1559232884724426,-0.3231339752674103,-0.11541406237542257,0.09750404922081769,-0.09712586551904678
13509,642.0202093855839,22.00667156235146,278.237941703399,184.9569452775072,0,0,20,8,2,0.3337454937460166,0.11441197430048465,0.3345070481300354,-0.32391849904397707,0.0948331971574807,-0.3253629505634308,-0.07261395718809752,0.0875034296797735,-0.07460753619670868
13581,1294.8172126332204,378.3383680161117,1135.325749664475,553.6327177097602,0,0,3,4,0,0.24133515595112853,0.15794959834523742,0.23558777570724487,-0.2384552270436217,0.1397508646141903,-0.2402428388595581,-0.044975362463546976,0.09494344791318206,-0.03999143838882446
13583,1611.1723084867444,448.9694186636368,352.1427777233402,108.36973748842372,1,1,5,2,0,0.32149156842912946,0.12730295870513159,0.32260388135910034,-0.3139868288624043,0.10648239970385692,-0.31896835565567017,-0.0714982947524713,0.08972622708111452,-0.06856118887662888
13585,932.9331714788732,134.34226850584162,253.388494278527,41.03443828106123,10,4,34,11,1,0.21255232918558795,0.13308063401930553,0.18518517911434174,-0.20417358180621495,0.12328644214545408,-0.18817317485809326,-0.038308265407930794,0.08993744681325488,-0.031520918011665344
13587,4233.474428379561,804.9894895589999,468.4674661301395,540.8378882858908,0,0,4,0,0,0.462842040111285,0.06454621397506728,0.4695369601249695,-0.4237339488999234,0.049445319236828406,-0.42548078298568726,-0.19844812755460467,0.07803069986724387,-0.21908269822597504
13589,3044.142971182248,624.1870682275193,647.227435219495,554.6963648561007,0,0,5,0,0,0.4228492909902339,0.09660598245120018,0.44208794832229614,-0.3913188062089759,0.08207815234079396,-0.4042247533798218,-0.15752218549360342,0.08160107428884324,-0.17050480842590332
13591,3914.076254088269,214.01103874346737,437.1162018222903,160.63679385768748,0,0,4,1,0,0.3333327001454879,0.11033117768240039,0.33310508728027344,-0.3184995378766741,0.09227920189281306,-0.3204500675201416,-0.0843977013412787,0.08178538449534092,-0.09219203889369965
13593,3016.452789142899,190.9219788930216,1422.7548079180667,137.26858880353228,3,0,10,3,0,0.34730763786999236,0.1188985320479053,0.3433496952056885,-0.32877475420228375,0.10422956051220554,-0.32806944847106934,-0.11554947931202555,0.08529885867290131,-0.11557662487030029
13595,2120.535435510288,242.7881634862922,259.56492242286413,544.1881064725093,5,2,10,5,0,0.24984585509008292,0.1898142862291771,0.2725309133529663,-0.22383726432009435,0.18672269177896375,-0.26589736342430115,-0.1024446512948818,0.09911088235749071,-0.08580342680215836
13597,1132.9279673999506,340.0400326214404,512.8155696180751,947.8231385093712,0,0,1,0,0,0.34541833058738686,0.17804797464255223,0.3735700249671936,-0.33124528714897045,0.15103993548403497,-0.3551287353038788,-0.11134659739430616,0.11407359529677673,-0.1155017763376236
13599,999.5057319342044,227.32539393170168,512.6079079917155,69.46215622396151,2,0,7,3,0,0.30527478242157613,0.14689918443858938,0.31567662954330444,-0.29238143644597997,0.12945950041555576,-0.30687856674194336,-0.07251706618309264,0.11130170524058797,-0.0707387924194336
13627,593.9116750161776,242.14695212309255,862.3667766547386,65.41415512140843,2,3,3,4,2,0.35115081798776604,0.12252179162833088,0.3731580972671509,-0.32637700041616224,0.10676521108523132,-0.34787195920944214,-0.11380709194447321,0.08471727627745905,-0.12328048795461655
13629,639.9822165884091,135.3919679175153,752.8028969900814,104.92119003587152,1,1,20,8,2,0.40408542761007843,0.1328194393203064,0.4423963129520416,-0.38061850369850786,0.10693479521654295,-0.4087286591529846,-0.12889077520206288,0.10527883765373301,-0.14567115902900696
14050,802.6505552149794,469.241927754008,878.1789551212121,121.86163699303866,4,0,29,5,1,0.3507033667110551,0.11254152663243656,0.37051087617874146,-0.3312431349076614,0.095572482562669,-0.3485453128814697,-0.10214311269267112,0.08156874732934696,-0.1116037666797638
14052,220.5410925051246,362.5826856268589,540.0619848494918,121.07225892553804,9,4,30,7,2,0.3331043918420927,0.14020402995274717,0.33998215198516846,-0.3197889858092172,0.11630089518223079,-0.32654306292533875,-0.08605964034263848,0.11069508294605733,-0.08204205334186554
14053,621.0050520636313,549.1334468044951,731.4801627759347,633.242127657574,0,0,0,1,3,0.3396515223655871,0.19645466572121287,0.3449580669403076,-0.31893549949326483,0.16972290143738347,-0.3386796712875366,-0.07380775190726295,0.14374601268574907,-0.06389077007770538
14055,1330.7397839757532,1208.5116236178862,954.8087118629876,469.1655891134571,0,0,0,0,0,0.5021446517948227,0.06770801382033369,0.5116233825683594,-0.4619721556403022,0.06061256968558299,-0.4691578149795532,-0.23235864500645562,0.06062493898847476,-0.24481841921806335
14057,454.4952839429997,132.32263684312474,149.32346575983755,183.10111756601844,28,8,163,19,3,0.2259900763705021,0.1578759987738247,0.18556004762649536,-0.22176042924898742,0.1410627875933862,-0.1977340131998062,-0.039929183648557076,0.11059627913874402,-0.022229883819818497
14059,430.5278555792254,208.8574193755433,500.253763929891,120.19808892493054,14,3,65,12,1,0.27552321539552527,0.16660875441402073,0.2595183253288269,-0.2682486402325822,0.14302594975129942,-0.2621036171913147,-0.0595915872781728,0.10912104934467531,-0.04577615112066269
14089,5531.3896908164,1089.6130745988369,599.7253587640697,1254.1630117364707,1,0,2,0,0,0.4354912696855882,0.1333147818437896,0.47400403022766113,-0.4062068101978715,0.11443602470958229,-0.4330696761608124,-0.14212735477771316,0.1254338469565659,-0.1736772358417511
14109,2451.1422425086266,1755.750143538589,1021.5563570598458,119.31149831322634,2,1,5,2,0,0.4379255022321429,0.08355470556644264,0.4475982189178467,-0.4016273654237085,0.07199018504290866,-0.4041387140750885,-0.199192763348015,0.07592189751275322,-0.2196042239665985
14129,1269.75751210322,1080.1293287226692,1125.2753013638128,877.9120144132077,0,0,1,0,0,0.4799545486454085,0.08175628578893487,0.49244892597198486,-0.43863970668772306,0.07545349233174452,-0.448438435792923,-0.22629383951615473,0.05813560868512971,-0.23652704060077667
14163,691.4191698447034,232.99473698071276,641.0630361353343,357.03937469851564,1,0,14,2,1,0.3848738863127312,0.10985829759753919,0.39526277780532837,-0.3658792101414042,0.08995349018779904,-0.37316757440567017,-0.10635713417453131,0.08628717769016361,-0.107599638402462
14165,1532.4559010100431,145.47359998805806,703.9429029521542,160.91590507795965,1,0,5,1,0,0.3744238455502804,0.1142712516622345,0.3786108195781708,-0.3538870635216193,0.09730534423852687,-0.3589794635772705,-0.10477700526392827,0.08483974770769177,-0.1040881872177124
14167,1735.3416795635892,258.3495904363598,197.32750588054773,286.2307123592283,0,0,1,0,0,0.3564471177213475,0.10251124943361842,0.35684096813201904,-0.342552142262398,0.08657113211731178,-0.3449363708496094,-0.09897047448437898,0.07728397903527998,-0.09998027235269547
14169,391.1743497187858,241.045594983196,645.3457739481717,529.5054131769689,5,3,13,4,2,0.36632512124736655,0.1166273684497277,0.3791069984436035,-0.34199369019162623,0.10213184555772441,-0.35561397671699524,-0.12316571899039996,0.09012747548002255,-0.12479586899280548
14193,1712.6890420075863,1713.0876620689085,713.906414837003,2308.586294167739,0,0,0,0,0,0.48640417748412773,0.05241617862298718,0.4906957149505615,-0.4450987990624202,0.04118728564928439,-0.44594478607177734,-0.20407417612820636,0.05185647418270285,-0.2129559963941574
14195,368.2810023224964,95.38685545139184,465.7049206185068,69.04000436344451,5,0,17,0,3,0.3834329981514533,0.11746693317550626,0.39517155289649963,-0.36929870636593254,0.09180335047363024,-0.3765866458415985,-0.10372179372768996,0.09571721393736043,-0.10556556284427643
14197,279.734672218503,203.84313856643627,331.3817498125533,125.14854649652592,11,3,44,14,3,0.3078688592953314,0.14162760031539653,0.3090405762195587,-0.3061370946861058,0.11706276821054015,-0.3128536641597748,-0.059629324821243626,0.10113133498443437,-0.05381310358643532
14199,1404.6104592336503,146.9983516706478,473.4920948602576,206.59623201124356,12,4,28,7,0,0.30763100325802956,0.12517348269079265,0.30558621883392334,-0.2989360372721769,0.10581264058289006,-0.29913854598999023,-0.06513363276395814,0.09557862156962653,-0.05952697992324829
